MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,80.0,10041,IR1,Inside,SawyerW,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,119,908,Ex,Y,SBrkr,927,988,1915,1,0,2,1,3,1,Gd,8,1,Attchd,1992.0,Fin,506,TA,TA,Y,120,150,2,2006,WD,Abnorml,220000
160,FV,30.0,3182,Reg,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,600,600,Ex,Y,SBrkr,600,600,1200,0,0,2,1,2,1,Gd,4,0,Detchd,2004.0,RFn,480,TA,TA,Y,0,172,6,2010,WD,Normal,151000
20,RL,88.0,12803,IR1,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,572,1494,Ex,Y,SBrkr,1494,0,1494,1,0,2,0,3,1,Gd,6,1,Attchd,2002.0,RFn,530,TA,TA,Y,192,36,9,2008,WD,Normal,221000
60,RL,85.0,13600,Reg,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454,314,768,TA,Y,SBrkr,1186,800,1986,0,0,2,1,3,1,TA,7,3,Attchd,1965.0,Unf,486,TA,TA,Y,0,42,10,2009,WD,Normal,205000
20,RL,82.0,12464,IR2,Corner,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732,308,1040,Gd,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,Gd,6,0,Detchd,2000.0,Unf,576,TA,TA,Y,168,0,11,2009,WD,Normal,152000
20,RL,78.0,7800,Reg,Inside,Edwards,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,293,896,Ex,Y,SBrkr,1112,896,2008,1,0,3,0,3,1,Ex,8,0,Attchd,1948.0,Unf,230,TA,TA,Y,103,0,8,2006,WD,Normal,225000
70,RL,78.0,12168,Reg,Inside,Crawfor,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,537,965,TA,Y,SBrkr,1940,1254,3194,0,0,2,1,4,1,TA,10,2,Basment,1934.0,Unf,380,TA,TA,Y,0,0,9,2007,WD,Alloca,359100
20,RL,61.0,7943,Reg,Inside,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903,126,1029,Gd,Y,SBrkr,1029,0,1029,1,0,1,0,3,1,TA,5,0,Attchd,1961.0,Unf,261,TA,TA,Y,64,0,4,2007,WD,Normal,118500
60,RL,,11050,Reg,Inside,CollgCr,PosN,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,536,1440,Ex,Y,SBrkr,1476,677,2153,1,0,2,1,3,1,Ex,8,2,Attchd,2000.0,Fin,736,TA,TA,Y,253,142,5,2009,WD,Normal,313000
80,RL,,10395,IR1,FR2,NWAmes,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,427,1032,TA,Y,SBrkr,1032,0,1032,0,1,2,0,3,1,TA,6,1,Attchd,1978.0,Unf,564,TA,TA,Y,0,0,7,2007,WD,Normal,148000
60,RL,,11885,Reg,Inside,CollgCr,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990,309,1299,Ex,Y,SBrkr,1299,573,1872,1,0,2,1,3,1,Ex,7,1,BuiltIn,2001.0,RFn,531,TA,TA,Y,160,122,11,2009,WD,Normal,261500
20,RL,70.0,8402,Reg,Inside,Mitchel,Feedr,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206,914,1120,Ex,Y,SBrkr,1120,0,1120,0,0,1,0,3,1,TA,6,0,,,,0,,,Y,0,30,12,2007,New,Partial,147000
180,RM,21.0,1491,Reg,Inside,MeadowV,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,0,630,Ex,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,0,,,,0,,,Y,96,24,5,2010,WD,Normal,75500
85,RL,80.0,8800,Reg,Inside,NAmes,Feedr,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763,173,936,Ex,Y,SBrkr,1054,0,1054,1,0,1,0,3,1,Gd,6,0,Attchd,1963.0,RFn,480,TA,TA,Y,120,0,5,2010,WD,Abnorml,137500
60,RL,,7861,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457,326,783,Ex,Y,SBrkr,807,702,1509,1,0,2,1,3,1,Gd,7,1,Attchd,2002.0,Fin,393,TA,TA,Y,100,75,6,2006,WD,Normal,183200
45,RL,59.0,7227,Reg,Corner,NAmes,Artery,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,832,832,Gd,Y,SBrkr,832,0,832,0,0,1,0,2,1,Gd,4,0,Detchd,1962.0,Unf,528,TA,TA,Y,0,0,6,2008,WD,Normal,105500
20,RL,90.0,11694,Reg,Inside,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48,1774,1822,Ex,Y,SBrkr,1828,0,1828,0,0,2,0,3,1,Gd,9,1,Attchd,2007.0,Unf,774,TA,TA,Y,0,108,7,2007,New,Partial,314813
60,RL,85.0,12244,Reg,Inside,Timber,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,611,1482,Ex,Y,SBrkr,1482,780,2262,1,0,2,1,4,1,Gd,10,2,Attchd,2003.0,Fin,749,TA,TA,Y,168,0,8,2008,WD,Normal,305000
30,RL,45.0,8248,Reg,Inside,Edwards,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41,823,864,TA,N,FuseF,864,0,864,1,0,1,0,2,1,TA,5,0,,,,0,,,N,0,0,9,2008,WD,Normal,67000
60,RL,90.0,10800,Reg,Inside,NWAmes,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956,384,1522,TA,Y,SBrkr,1548,1066,2614,0,0,2,1,4,1,TA,9,1,Attchd,1974.0,RFn,624,TA,TA,Y,38,243,6,2008,WD,Normal,240000
20,RL,71.0,7064,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560,420,980,TA,Y,SBrkr,980,0,980,0,0,1,0,3,1,TA,6,0,Detchd,1986.0,Unf,484,TA,TA,Y,192,0,7,2009,WD,Normal,135000
160,FV,,2117,Reg,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420,336,756,Ex,Y,SBrkr,756,756,1512,0,0,2,1,2,1,Gd,4,1,Detchd,2000.0,Unf,440,TA,TA,Y,0,32,6,2007,WD,Normal,168500
60,RL,80.0,10400,Reg,Inside,NWAmes,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247,485,732,Gd,Y,SBrkr,1012,778,1790,1,0,1,2,4,1,TA,8,1,Attchd,1972.0,RFn,484,TA,TA,Y,148,0,11,2006,WD,Normal,165150
20,RL,87.0,10000,IR1,Corner,NAmes,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0,1116,1116,TA,Y,SBrkr,1116,0,1116,0,0,1,1,3,1,TA,5,0,Attchd,1962.0,Unf,440,TA,TA,Y,0,0,2,2010,WD,Normal,160000
20,RL,,12342,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,978,978,TA,Y,SBrkr,1422,0,1422,0,0,1,0,3,1,TA,6,1,Attchd,1960.0,RFn,286,TA,TA,Y,0,0,8,2007,WD,Normal,139900
80,RL,80.0,9600,Reg,Inside,NAmes,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674,350,1156,Ex,Y,SBrkr,1520,0,1520,1,0,1,0,3,1,TA,7,2,Basment,1955.0,RFn,364,TA,TA,Y,0,0,3,2010,WD,Normal,153000
60,RL,70.0,11606,IR1,Inside,NAmes,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650,390,1040,TA,Y,SBrkr,1040,1040,2080,0,1,1,2,5,1,Fa,9,2,Attchd,1969.0,Unf,504,TA,TA,Y,335,0,9,2007,WD,Family,135000
80,RL,82.0,9020,Reg,Corner,NAmes,Feedr,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624,288,1248,TA,Y,SBrkr,1350,0,1350,1,0,1,1,3,1,TA,6,0,Attchd,1964.0,RFn,520,TA,TA,Y,176,0,6,2008,WD,Normal,168500
70,RM,50.0,9000,Reg,Corner,OldTown,Artery,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,636,636,TA,Y,FuseA,1089,661,1750,0,0,1,0,3,1,Ex,8,0,Detchd,1937.0,Unf,240,Fa,Po,N,0,0,6,2006,WD,Abnorml,124000
120,RL,34.0,4590,Reg,Inside,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,1530,1554,Ex,Y,SBrkr,1554,0,1554,0,0,2,0,2,1,Gd,6,1,Attchd,2006.0,RFn,627,TA,TA,Y,156,73,8,2007,WD,Normal,209500
20,RL,85.0,11900,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822,564,1386,TA,Y,SBrkr,1411,0,1411,0,0,2,0,3,1,TA,6,1,Attchd,1977.0,Fin,544,TA,TA,Y,192,0,4,2009,WD,Family,82500
20,RL,80.0,9250,Reg,Corner,NAmes,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480,108,1056,TA,Y,SBrkr,1056,0,1056,0,1,1,0,3,1,TA,6,0,Attchd,1954.0,Unf,260,TA,TA,Y,390,0,7,2007,WD,Normal,139400
90,RL,64.0,6979,Reg,Inside,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056,0,1056,Gd,Y,SBrkr,1056,0,1056,2,0,0,0,0,2,TA,4,0,Detchd,1980.0,Unf,576,TA,TA,Y,264,56,6,2010,WD,Normal,144000
190,RH,60.0,10896,Reg,Inside,SWISU,Feedr,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,1184,1440,Ex,Y,FuseA,1440,1440,3395,0,0,2,0,8,2,Fa,14,0,,,,0,,,N,0,110,3,2007,WD,Abnorml,200000
30,RM,51.0,6120,Reg,Inside,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,264,264,Fa,N,FuseA,800,0,800,0,0,1,0,1,1,Fa,4,1,,,,0,,,N,0,0,1,2009,ConLw,Normal,60000
190,RM,50.0,6000,Reg,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,811,811,TA,Y,FuseA,811,576,1387,0,0,2,0,3,2,Gd,7,0,BuiltIn,1954.0,Unf,256,TA,TA,Y,0,0,11,2009,WD,Normal,93000
30,RL,67.0,8777,Reg,Inside,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,796,796,Gd,Y,FuseA,796,0,796,0,0,1,0,2,1,TA,4,0,,,,0,,,P,328,0,5,2008,WD,Normal,85000
120,RL,53.0,3982,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,366,1520,Ex,Y,SBrkr,1567,0,1567,1,0,2,0,1,1,Ex,7,1,Attchd,2006.0,Fin,648,TA,TA,Y,312,0,10,2006,New,Partial,264561
120,RL,62.0,12677,IR1,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,300,1518,Ex,Y,SBrkr,1518,0,1518,0,0,1,1,1,1,Ex,6,1,Attchd,2003.0,RFn,588,TA,TA,Y,185,140,4,2008,WD,Normal,274000
60,FV,,7050,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,319,1057,Ex,Y,SBrkr,1057,872,1929,1,0,2,1,3,1,Gd,7,1,Attchd,2001.0,Fin,650,TA,TA,Y,0,235,5,2007,WD,Normal,226000
80,RL,75.0,13860,Reg,Inside,NAmes,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,542,1952,Gd,Y,SBrkr,2000,704,2704,1,0,2,1,4,1,Ex,9,3,Attchd,1972.0,Fin,538,TA,TA,Y,269,111,7,2009,WD,Normal,345000
60,RL,80.0,10793,Reg,Inside,NWAmes,RRAn,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493,0,780,Ex,Y,SBrkr,780,840,1620,0,0,2,1,4,1,TA,7,0,Attchd,1969.0,Fin,462,TA,TA,Y,208,0,4,2007,WD,Normal,152000
20,FV,85.0,9187,Reg,Inside,Somerst,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,645,1766,Ex,Y,SBrkr,1766,0,1766,1,0,2,1,2,1,Ex,7,1,Attchd,2009.0,Fin,478,TA,TA,Y,195,130,10,2009,New,Partial,370878
20,RL,,10530,IR1,Corner,NAmes,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,664,981,TA,Y,SBrkr,981,0,981,1,0,1,1,3,1,TA,5,0,Detchd,1979.0,Unf,576,TA,TA,Y,0,312,3,2007,WD,Normal,143250
20,RL,60.0,7200,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,,0,0,0,Gd,Y,SBrkr,1048,0,1048,0,0,1,0,3,1,TA,7,0,Detchd,1950.0,Unf,420,TA,TA,Y,0,27,7,2008,WD,Normal,98300
20,RL,85.0,10452,IR1,Inside,Edwards,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,594,1094,Ex,Y,SBrkr,1094,0,1094,0,0,1,0,3,1,TA,5,2,Attchd,1953.0,RFn,495,TA,TA,Y,0,0,6,2008,WD,Normal,155000
60,RL,70.0,7700,Reg,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,756,756,TA,Y,SBrkr,1051,788,1839,0,0,1,1,4,1,TA,7,1,Attchd,1966.0,Unf,442,TA,TA,Y,0,124,6,2010,WD,Normal,155000
180,RM,21.0,1936,Reg,Inside,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,0,630,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,0,,,,0,,,Y,0,0,12,2007,WD,Normal,84500
60,FV,65.0,8125,Reg,Inside,Somerst,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0,813,813,Ex,Y,SBrkr,822,843,1665,0,0,2,1,3,1,Gd,7,0,Attchd,2007.0,RFn,562,TA,TA,Y,0,0,5,2008,WD,Normal,205950
70,RL,60.0,9084,Reg,Inside,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,755,755,TA,Y,SBrkr,755,755,1510,1,0,1,0,4,1,TA,7,1,Detchd,1940.0,Unf,296,Fa,Po,P,120,0,10,2009,WD,Normal,108000
60,RL,70.0,8750,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,880,880,Ex,Y,SBrkr,909,807,1716,0,0,2,1,2,1,Gd,7,1,Attchd,1996.0,RFn,512,TA,TA,Y,0,120,7,2009,WD,Normal,191000
50,RM,60.0,10320,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,756,756,Ex,Y,SBrkr,756,713,1469,0,0,1,0,3,1,TA,7,0,Detchd,1906.0,Unf,216,TA,TA,Y,57,0,6,2008,WD,Normal,135000
20,RL,91.0,10437,IR1,Inside,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,413,2109,Ex,Y,SBrkr,2113,0,2113,1,0,2,1,2,1,Gd,7,1,Attchd,1995.0,Fin,839,TA,TA,Y,236,46,8,2008,WD,Normal,350000
160,RM,21.0,1680,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,525,525,TA,Y,SBrkr,525,567,1092,0,0,1,1,3,1,TA,6,0,Detchd,1971.0,Unf,264,TA,TA,Y,0,0,3,2010,WD,Family,88000
20,RL,72.0,10007,IR1,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,247,1053,Ex,Y,SBrkr,1053,0,1053,1,0,1,1,3,1,Gd,5,0,Attchd,1959.0,RFn,312,TA,TA,Y,0,0,8,2008,WD,Normal,145500
70,RL,60.0,7200,Reg,Inside,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,776,776,TA,Y,SBrkr,851,651,1502,0,0,1,1,3,1,TA,6,1,Attchd,1931.0,RFn,270,TA,TA,P,0,0,2,2008,WD,Normal,149000
50,RL,78.0,17503,Reg,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,912,912,TA,Y,SBrkr,912,546,1458,0,1,1,0,3,1,TA,6,1,Attchd,1948.0,Unf,330,TA,TA,Y,192,0,1,2010,WD,Abnorml,97500
20,RL,75.0,9937,Reg,Corner,Edwards,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637,849,1486,Ex,Y,SBrkr,1486,0,1486,1,0,1,0,3,1,TA,7,0,Detchd,1968.0,Fin,480,TA,TA,Y,0,0,3,2009,WD,Normal,167000
60,RL,,12384,Reg,CulDSac,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0,793,793,TA,Y,SBrkr,1142,793,1935,0,0,2,1,3,1,TA,7,1,Attchd,1976.0,RFn,550,TA,TA,Y,0,113,11,2007,WD,Normal,197900
60,RL,52.0,46589,IR2,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,88,1629,Ex,Y,SBrkr,1686,762,2448,1,0,2,1,4,1,Gd,8,1,Attchd,1994.0,RFn,711,TA,TA,Y,517,76,7,2009,WD,Normal,402000
20,RL,120.0,13560,Reg,Corner,NAmes,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0,1392,1392,Gd,Y,SBrkr,1392,0,1392,1,0,1,0,2,1,TA,5,2,Attchd,1968.0,RFn,576,TA,TA,Y,0,0,7,2009,WD,Normal,110000
85,RL,90.0,10012,Reg,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,38,1138,TA,Y,SBrkr,1181,0,1181,1,0,2,0,3,1,TA,6,0,Detchd,1974.0,RFn,588,TA,TA,Y,0,0,4,2008,WD,Normal,137500
20,RL,49.0,20896,IR2,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,356,2077,Ex,Y,SBrkr,2097,0,2097,1,0,1,1,1,1,Ex,8,1,Attchd,2005.0,Fin,1134,TA,TA,Y,192,267,1,2006,New,Partial,423000
60,RL,106.0,11194,IR1,Corner,Gilbert,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,1406,1406,Ex,Y,SBrkr,1454,482,1936,0,0,2,1,3,1,Gd,7,1,Attchd,2000.0,RFn,504,TA,TA,Y,188,124,11,2006,WD,Normal,230500
60,RL,,18450,IR1,Inside,NAmes,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,111,1021,TA,Y,SBrkr,1465,915,2380,0,0,2,1,3,1,TA,7,1,CarPort,1965.0,Unf,596,TA,TA,Y,0,265,8,2007,WD,Abnorml,129000
20,RL,65.0,8125,Reg,Inside,SawyerW,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,270,1408,Ex,Y,SBrkr,1679,0,1679,1,0,2,0,3,1,Gd,7,1,Attchd,1994.0,RFn,575,TA,TA,Y,224,42,10,2008,WD,Normal,193500
20,RL,,14175,Reg,Corner,Sawyer,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,200,1188,Gd,Y,SBrkr,1437,0,1437,1,0,1,1,3,1,TA,6,1,Detchd,1999.0,Unf,576,TA,TA,Y,304,0,11,2006,WD,Normal,168000
30,RL,80.0,11600,Reg,Inside,Crawfor,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,700,700,Ex,Y,SBrkr,1180,0,1180,0,0,1,0,2,1,Fa,5,1,Detchd,1922.0,Unf,252,TA,Fa,Y,0,0,7,2006,WD,Normal,137500
60,RL,64.0,8633,Reg,FR2,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,545,738,Ex,Y,SBrkr,738,738,1476,1,0,2,1,3,1,Gd,7,0,Attchd,2005.0,Fin,540,TA,TA,Y,100,35,2,2009,WD,Normal,173500
70,RH,54.0,6629,Reg,Inside,Edwards,Artery,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,121,672,TA,N,SBrkr,697,672,1369,1,0,2,0,3,1,TA,6,0,Detchd,1930.0,Unf,300,TA,TA,Y,147,0,7,2009,WD,Normal,103600
